Day fraction since midnight on 10/24/2019	water pump control ()	coag pump control ()	clay pump control ()	waste pump control ()
0.64220171	0.00000000	NaN	NaN	NaN
0.64225960	0.00000000	NaN	NaN	NaN
0.64231748	0.00000000	NaN	NaN	NaN
0.64237536	0.00000000	NaN	NaN	NaN
0.64243324	0.00000000	NaN	NaN	NaN
0.64249113	0.00000000	NaN	NaN	NaN
0.64254901	0.00000000	NaN	NaN	NaN
0.64260689	0.00000000	NaN	NaN	NaN
0.64266479	0.00000000	NaN	NaN	NaN
0.64272266	0.00000000	NaN	NaN	NaN
0.64278054	0.00000000	NaN	NaN	NaN
0.64283842	0.00000000	NaN	NaN	NaN
0.64289630	0.00000000	NaN	NaN	NaN
0.64295418	0.00000000	NaN	NaN	NaN
0.64301206	0.00000000	NaN	NaN	NaN
0.64306996	0.00000000	NaN	NaN	NaN
0.64312784	0.00000000	NaN	NaN	NaN
0.64318572	0.00000000	NaN	NaN	NaN
0.64324360	0.00000000	NaN	NaN	NaN
0.64330148	0.00000000	NaN	NaN	NaN
0.64335936	0.00000000	NaN	NaN	NaN
0.64341724	0.00000000	NaN	NaN	NaN
0.64347513	0.00000000	NaN	NaN	NaN
0.64353300	0.00000000	NaN	NaN	NaN
0.64359089	0.00000000	NaN	NaN	NaN
0.64364877	0.00000000	NaN	NaN	NaN
0.64370666	0.00000000	NaN	NaN	NaN
0.64376455	0.00000000	NaN	NaN	NaN
0.64382242	0.00000000	NaN	NaN	NaN
0.64388030	0.00000000	NaN	NaN	NaN
0.64393818	0.00000000	NaN	NaN	NaN
0.64399608	0.00000000	NaN	NaN	NaN
0.64405395	0.00000000	NaN	NaN	NaN
0.64411183	0.00000000	NaN	NaN	NaN
0.64416971	0.00000000	NaN	NaN	NaN
0.64422759	0.00000000	NaN	NaN	NaN
0.64428547	0.00000000	NaN	NaN	NaN
0.64434336	0.00000000	NaN	NaN	NaN
0.64440126	0.00000000	NaN	NaN	NaN
0.64445913	0.00000000	NaN	NaN	NaN
0.64451701	0.00000000	NaN	NaN	NaN
Day fraction since midnight on 10/24/2019	water pump control ()	coag pump control ()	clay pump control ()	waste pump control ()
0.64905993	0.00000000	NaN	NaN	NaN
0.64911780	0.00000000	NaN	NaN	NaN
0.64917567	0.00000000	NaN	NaN	NaN
0.64923354	0.00000000	NaN	NaN	NaN
0.64929141	0.00000000	NaN	NaN	NaN
0.64934929	0.00000000	NaN	NaN	NaN
0.64940716	0.00000000	NaN	NaN	NaN
0.64946503	0.00000000	NaN	NaN	NaN
0.64952309	0.00000000	NaN	NaN	NaN
0.64958135	0.00000000	NaN	NaN	NaN
0.64963961	0.00000000	NaN	NaN	NaN
0.64969786	0.00000000	NaN	NaN	NaN
0.64975612	0.00000000	NaN	NaN	NaN
0.64981437	0.00000000	NaN	NaN	NaN
0.64987262	0.00000000	NaN	NaN	NaN
0.64993089	0.00000000	NaN	NaN	NaN
0.64998915	0.00000000	NaN	NaN	NaN
0.65004740	0.00000000	NaN	NaN	NaN
0.65010566	0.00000000	NaN	NaN	NaN
0.65016391	0.00000000	NaN	NaN	NaN
0.65022217	0.00000000	NaN	NaN	NaN
0.65028042	0.00000000	NaN	NaN	NaN
0.65033868	0.00000000	NaN	NaN	NaN
0.65039693	0.00000000	NaN	NaN	NaN
0.65045520	0.00000000	NaN	NaN	NaN
0.65051345	0.00000000	NaN	NaN	NaN
0.65057171	0.00000000	NaN	NaN	NaN
0.65062996	0.00000000	NaN	NaN	NaN
0.65068822	0.00000000	NaN	NaN	NaN
0.65074647	0.00000000	NaN	NaN	NaN
0.65080473	0.00000000	NaN	NaN	NaN
0.65086298	0.00000000	NaN	NaN	NaN
0.65092124	0.00000000	NaN	NaN	NaN
0.65097949	0.00000000	NaN	NaN	NaN
0.65103776	0.00000000	NaN	NaN	NaN
0.65109603	0.00000000	NaN	NaN	NaN
0.65115427	0.00000000	NaN	NaN	NaN
0.65121253	0.00000000	NaN	NaN	NaN
0.65127078	0.00000000	NaN	NaN	NaN
0.65132904	0.00000000	NaN	NaN	NaN
0.65138729	0.00000000	NaN	NaN	NaN
0.65144555	0.00000000	NaN	NaN	NaN
0.65150380	0.00000000	NaN	NaN	NaN
0.65156206	0.00000000	NaN	NaN	NaN
0.65162032	0.00000000	NaN	NaN	NaN
0.65167859	0.00000000	NaN	NaN	NaN
0.65173683	0.00000000	NaN	NaN	NaN
0.65179509	0.00000000	NaN	NaN	NaN
0.65185334	0.00000000	NaN	NaN	NaN
0.65191160	0.00000000	NaN	NaN	NaN
0.65196985	0.00000000	NaN	NaN	NaN
0.65202811	0.00000000	NaN	NaN	NaN
0.65208636	0.00000000	NaN	NaN	NaN
0.65214463	0.00000000	NaN	NaN	NaN
0.65220289	0.00000000	NaN	NaN	NaN
0.65226114	0.00000000	NaN	NaN	NaN
0.65231940	0.00000000	NaN	NaN	NaN
0.65237765	0.00000000	NaN	NaN	NaN
0.65243591	0.00000000	NaN	NaN	NaN
0.65249416	0.00000000	NaN	NaN	NaN
0.65255242	0.00000000	NaN	NaN	NaN
0.65261067	0.00000000	NaN	NaN	NaN
0.65266893	0.00000000	NaN	NaN	NaN
0.65272718	0.00000000	NaN	NaN	NaN
0.65278545	0.00000000	NaN	NaN	NaN
0.65284370	0.00000000	NaN	NaN	NaN
0.65290196	0.00000000	NaN	NaN	NaN
0.65296022	0.00000000	NaN	NaN	NaN
0.65301827	0.00000000	NaN	NaN	NaN
0.65307614	0.00000000	NaN	NaN	NaN
0.65313401	0.00000000	NaN	NaN	NaN
0.65319188	0.00000000	NaN	NaN	NaN
0.65324975	0.00000000	NaN	NaN	NaN
0.65330764	0.00000000	NaN	NaN	NaN
0.65336550	0.00000000	NaN	NaN	NaN
0.65342337	0.00000000	NaN	NaN	NaN
0.65348124	0.00000000	NaN	NaN	NaN
0.65353911	0.00000000	NaN	NaN	NaN
0.65359698	0.00000000	NaN	NaN	NaN
0.65365485	0.00000000	NaN	NaN	NaN
0.65371272	0.00000000	NaN	NaN	NaN
0.65377058	0.00000000	NaN	NaN	NaN
0.65382845	0.00000000	NaN	NaN	NaN
0.65388635	0.00000000	NaN	NaN	NaN
0.65394420	0.00000000	NaN	NaN	NaN
0.65400207	0.00000000	NaN	NaN	NaN
0.65405994	0.00000000	NaN	NaN	NaN
0.65411781	0.00000000	NaN	NaN	NaN
0.65417568	0.00000000	NaN	NaN	NaN
0.65423355	0.00000000	NaN	NaN	NaN
0.65429142	0.00000000	NaN	NaN	NaN
0.65434929	0.00000000	NaN	NaN	NaN
0.65440716	0.00000000	NaN	NaN	NaN
0.65446504	0.00000000	NaN	NaN	NaN
0.65452291	0.00000000	NaN	NaN	NaN
0.65458078	0.00000000	NaN	NaN	NaN
0.65463865	0.00000000	NaN	NaN	NaN
0.65469652	0.00000000	NaN	NaN	NaN
0.65475438	0.00000000	NaN	NaN	NaN
0.65481225	0.00000000	NaN	NaN	NaN
0.65487012	0.00000000	NaN	NaN	NaN
0.65492799	0.00000000	NaN	NaN	NaN
0.65498586	0.00000000	NaN	NaN	NaN
0.65504374	0.00000000	NaN	NaN	NaN
0.65510161	0.00000000	NaN	NaN	NaN
0.65515948	0.00000000	NaN	NaN	NaN
0.65521735	0.00000000	NaN	NaN	NaN
0.65527522	0.00000000	NaN	NaN	NaN
0.65533309	0.00000000	NaN	NaN	NaN
0.65539096	0.00000000	NaN	NaN	NaN
0.65544883	0.00000000	NaN	NaN	NaN
0.65550671	0.00000000	NaN	NaN	NaN
0.65556458	0.00000000	NaN	NaN	NaN
0.65562245	0.00000000	NaN	NaN	NaN
0.65568031	0.00000000	NaN	NaN	NaN
0.65573818	0.00000000	NaN	NaN	NaN
0.65579605	0.00000000	NaN	NaN	NaN
0.65585392	0.00000000	NaN	NaN	NaN
0.65591179	0.00000000	NaN	NaN	NaN
0.65596966	0.00000000	NaN	NaN	NaN
0.65602753	0.00000000	NaN	NaN	NaN
0.65608540	0.00000000	NaN	NaN	NaN
0.65614327	0.00000000	NaN	NaN	NaN
0.65620115	0.00000000	NaN	NaN	NaN
0.65625902	0.00000000	NaN	NaN	NaN
0.65631689	0.00000000	NaN	NaN	NaN
0.65637476	0.00000000	NaN	NaN	NaN
0.65643263	0.00000000	NaN	NaN	NaN
0.65649049	0.00000000	NaN	NaN	NaN
0.65654836	0.00000000	NaN	NaN	NaN
0.65660623	0.00000000	NaN	NaN	NaN
0.65666410	0.00000000	NaN	NaN	NaN
0.65672198	0.00000000	NaN	NaN	NaN
0.65677985	0.00000000	NaN	NaN	NaN
0.65683772	0.00000000	NaN	NaN	NaN
0.65689559	0.00000000	NaN	NaN	NaN
0.65695346	0.00000000	NaN	NaN	NaN
0.65701133	0.00000000	NaN	NaN	NaN
0.65706920	0.00000000	NaN	NaN	NaN
0.65712707	0.00000000	NaN	NaN	NaN
0.65718494	0.00000000	NaN	NaN	NaN
0.65724282	0.00000000	NaN	NaN	NaN
0.65730069	0.00000000	NaN	NaN	NaN
0.65735856	0.00000000	NaN	NaN	NaN
0.65741642	0.00000000	NaN	NaN	NaN
0.65747429	0.00000000	NaN	NaN	NaN
0.65753216	0.00000000	NaN	NaN	NaN
0.65759003	0.00000000	NaN	NaN	NaN
0.65764790	0.00000000	NaN	NaN	NaN
0.65770577	0.00000000	NaN	NaN	NaN
0.65776364	0.00000000	NaN	NaN	NaN
0.65782151	0.00000000	NaN	NaN	NaN
0.65787940	0.00000000	NaN	NaN	NaN
0.65793724	0.00000000	NaN	NaN	NaN
0.65799508	0.00000000	NaN	NaN	NaN
0.65805293	0.00000000	NaN	NaN	NaN
0.65811076	0.00000000	NaN	NaN	NaN
0.65816860	0.00000000	NaN	NaN	NaN
0.65822645	0.00000000	NaN	NaN	NaN
0.65828429	0.00000000	NaN	NaN	NaN
0.65834213	0.00000000	NaN	NaN	NaN
0.65839997	0.00000000	NaN	NaN	NaN
0.65845783	0.00000000	NaN	NaN	NaN
0.65851567	0.00000000	NaN	NaN	NaN
0.65857351	0.00000000	NaN	NaN	NaN
0.65863135	0.00000000	NaN	NaN	NaN
0.65868920	0.00000000	NaN	NaN	NaN
0.65874703	0.00000000	NaN	NaN	NaN
0.65880488	0.00000000	NaN	NaN	NaN
0.65886272	0.00000000	NaN	NaN	NaN
0.65892056	0.00000000	NaN	NaN	NaN
0.65897840	0.00000000	NaN	NaN	NaN
0.65903625	0.00000000	NaN	NaN	NaN
0.65909410	0.00000000	NaN	NaN	NaN
0.65915194	0.00000000	NaN	NaN	NaN
0.65920978	0.00000000	NaN	NaN	NaN
0.65926762	0.00000000	NaN	NaN	NaN
0.65932546	0.00000000	NaN	NaN	NaN
0.65938330	0.00000000	NaN	NaN	NaN
0.65944115	0.00000000	NaN	NaN	NaN
0.65949899	0.00000000	NaN	NaN	NaN
0.65955683	0.00000000	NaN	NaN	NaN
0.65961468	0.00000000	NaN	NaN	NaN
0.65967253	0.00000000	NaN	NaN	NaN
0.65973037	0.00000000	NaN	NaN	NaN
0.65978821	0.00000000	NaN	NaN	NaN
0.65984605	0.00000000	NaN	NaN	NaN
0.65990389	0.00000000	NaN	NaN	NaN
0.65996173	0.00000000	NaN	NaN	NaN
0.66001958	0.00000000	NaN	NaN	NaN
0.66007742	0.00000000	NaN	NaN	NaN
0.66013527	0.00000000	NaN	NaN	NaN
0.66019311	0.00000000	NaN	NaN	NaN
0.66025096	0.00000000	NaN	NaN	NaN
0.66030880	0.00000000	NaN	NaN	NaN
0.66036665	0.00000000	NaN	NaN	NaN
0.66042449	0.00000000	NaN	NaN	NaN
0.66048232	0.00000000	NaN	NaN	NaN
0.66054016	0.00000000	NaN	NaN	NaN
0.66059801	0.00000000	NaN	NaN	NaN
0.66065585	0.00000000	NaN	NaN	NaN
0.66071369	0.00000000	NaN	NaN	NaN
0.66077154	0.00000000	NaN	NaN	NaN
0.66082938	0.00000000	NaN	NaN	NaN
0.66088723	0.00000000	NaN	NaN	NaN
0.66094507	0.00000000	NaN	NaN	NaN
0.66100291	0.00000000	NaN	NaN	NaN
0.66106075	0.00000000	NaN	NaN	NaN
0.66111859	0.00000000	NaN	NaN	NaN
0.66117645	0.00000000	NaN	NaN	NaN
0.66123428	0.00000000	NaN	NaN	NaN
0.66129212	0.00000000	NaN	NaN	NaN
0.66134997	0.00000000	NaN	NaN	NaN
0.66140783	0.00000000	NaN	NaN	NaN
0.66146572	0.00000000	NaN	NaN	NaN
0.66152357	0.00000000	NaN	NaN	NaN
0.66158144	0.00000000	NaN	NaN	NaN
0.66163931	0.00000000	NaN	NaN	NaN
0.66169718	0.00000000	NaN	NaN	NaN
0.66175505	0.00000000	NaN	NaN	NaN
0.66181292	0.00000000	NaN	NaN	NaN
0.66187080	0.00000000	NaN	NaN	NaN
0.66192867	0.00000000	NaN	NaN	NaN
0.66198654	0.00000000	NaN	NaN	NaN
0.66204441	0.00000000	NaN	NaN	NaN
0.66210228	0.00000000	NaN	NaN	NaN
0.66216014	0.00000000	NaN	NaN	NaN
0.66221801	0.00000000	NaN	NaN	NaN
0.66227588	0.00000000	NaN	NaN	NaN
0.66233375	0.00000000	NaN	NaN	NaN
0.66239162	0.00000000	NaN	NaN	NaN
0.66244949	0.00000000	NaN	NaN	NaN
0.66250737	0.00000000	NaN	NaN	NaN
0.66256524	0.00000000	NaN	NaN	NaN
0.66262311	0.00000000	NaN	NaN	NaN
0.66268098	0.00000000	NaN	NaN	NaN
0.66273885	0.00000000	NaN	NaN	NaN
0.66279672	0.00000000	NaN	NaN	NaN
0.66285458	0.00000000	NaN	NaN	NaN
0.66291245	0.00000000	NaN	NaN	NaN
0.66297032	0.00000000	NaN	NaN	NaN
0.66302819	0.00000000	NaN	NaN	NaN
0.66308608	0.00000000	NaN	NaN	NaN
0.66314394	0.00000000	NaN	NaN	NaN
0.66320181	0.00000000	NaN	NaN	NaN
0.66325968	0.00000000	NaN	NaN	NaN
0.66331756	0.00000000	NaN	NaN	NaN
0.66337542	0.00000000	NaN	NaN	NaN
0.66343329	0.00000000	NaN	NaN	NaN
0.66349116	0.00000000	NaN	NaN	NaN
0.66354903	0.00000000	NaN	NaN	NaN
0.66360689	0.00000000	NaN	NaN	NaN
0.66366477	0.00000000	NaN	NaN	NaN
0.66372266	0.00000000	NaN	NaN	NaN
0.66378051	0.00000000	NaN	NaN	NaN
0.66383838	0.00000000	NaN	NaN	NaN
0.66389626	0.00000000	NaN	NaN	NaN
0.66395413	0.00000000	NaN	NaN	NaN
0.66401199	0.00000000	NaN	NaN	NaN
0.66406987	0.00000000	NaN	NaN	NaN
0.66412773	0.00000000	NaN	NaN	NaN
0.66418561	0.00000000	NaN	NaN	NaN
0.66424348	0.00000000	NaN	NaN	NaN
0.66430135	0.00000000	NaN	NaN	NaN
0.66435922	0.00000000	NaN	NaN	NaN
0.66441708	0.00000000	NaN	NaN	NaN
0.66447495	0.00000000	NaN	NaN	NaN
0.66453282	0.00000000	NaN	NaN	NaN
0.66459069	0.00000000	NaN	NaN	NaN
0.66464856	0.00000000	NaN	NaN	NaN
0.66470643	0.00000000	NaN	NaN	NaN
0.66476431	0.00000000	NaN	NaN	NaN
0.66482218	0.00000000	NaN	NaN	NaN
0.66488005	0.00000000	NaN	NaN	NaN
0.66493792	0.00000000	NaN	NaN	NaN
0.66499579	0.00000000	NaN	NaN	NaN
0.66505366	0.00000000	NaN	NaN	NaN
0.66511154	0.00000000	NaN	NaN	NaN
0.66516939	0.00000000	NaN	NaN	NaN
0.66522726	0.00000000	NaN	NaN	NaN
0.66528513	0.00000000	NaN	NaN	NaN
0.66534301	0.00000000	NaN	NaN	NaN
0.66540088	0.00000000	NaN	NaN	NaN
0.66545875	0.00000000	NaN	NaN	NaN
0.66551662	0.00000000	NaN	NaN	NaN
0.66557449	0.00000000	NaN	NaN	NaN
0.66563237	0.00000000	NaN	NaN	NaN
0.66569023	0.00000000	NaN	NaN	NaN
0.66574810	0.00000000	NaN	NaN	NaN
0.66580597	0.00000000	NaN	NaN	NaN
0.66586385	0.00000000	NaN	NaN	NaN
0.66592173	0.00000000	NaN	NaN	NaN
0.66597958	0.00000000	NaN	NaN	NaN
0.66603745	0.00000000	NaN	NaN	NaN
0.66609532	0.00000000	NaN	NaN	NaN
0.66615319	0.00000000	NaN	NaN	NaN
0.66621106	0.00000000	NaN	NaN	NaN
0.66626894	0.00000000	NaN	NaN	NaN
0.66632680	0.00000000	NaN	NaN	NaN
0.66638467	0.00000000	NaN	NaN	NaN
0.66644255	0.00000000	NaN	NaN	NaN
0.66650042	0.00000000	NaN	NaN	NaN
0.66655829	0.00000000	NaN	NaN	NaN
0.66661617	0.00000000	NaN	NaN	NaN
0.66667402	0.00000000	NaN	NaN	NaN
0.66673189	0.00000000	NaN	NaN	NaN
0.66678976	0.00000000	NaN	NaN	NaN
0.66684763	0.00000000	NaN	NaN	NaN
0.66690551	0.00000000	NaN	NaN	NaN
0.66696337	0.00000000	NaN	NaN	NaN
0.66702126	0.00000000	NaN	NaN	NaN
0.66707912	0.00000000	NaN	NaN	NaN
0.66713700	0.00000000	NaN	NaN	NaN
0.66719486	0.00000000	NaN	NaN	NaN
0.66725273	0.00000000	NaN	NaN	NaN
0.66731060	0.00000000	NaN	NaN	NaN
0.66736846	0.00000000	NaN	NaN	NaN
0.66742633	0.00000000	NaN	NaN	NaN
0.66748421	0.00000000	NaN	NaN	NaN
0.66754208	0.00000000	NaN	NaN	NaN
0.66759996	0.00000000	NaN	NaN	NaN
0.66765783	0.00000000	NaN	NaN	NaN
0.66771569	0.00000000	NaN	NaN	NaN
0.66777357	0.00000000	NaN	NaN	NaN
0.66783144	0.00000000	NaN	NaN	NaN
0.66788930	0.00000000	NaN	NaN	NaN
0.66794718	0.00000000	NaN	NaN	NaN
0.66800504	0.00000000	NaN	NaN	NaN
0.66806290	0.00000000	NaN	NaN	NaN
0.66812077	0.00000000	NaN	NaN	NaN
0.66817865	0.00000000	NaN	NaN	NaN
0.66823652	0.00000000	NaN	NaN	NaN
0.66829440	0.00000000	NaN	NaN	NaN
0.66835226	0.00000000	NaN	NaN	NaN
0.66841013	0.00000000	NaN	NaN	NaN
0.66846800	0.00000000	NaN	NaN	NaN
0.66852587	0.00000000	NaN	NaN	NaN
0.66858374	0.00000000	NaN	NaN	NaN
0.66864161	0.00000000	NaN	NaN	NaN
0.66869949	0.00000000	NaN	NaN	NaN
0.66875736	0.00000000	NaN	NaN	NaN
0.66881523	0.00000000	NaN	NaN	NaN
0.66887311	0.00000000	NaN	NaN	NaN
0.66893096	0.00000000	NaN	NaN	NaN
0.66898883	0.00000000	NaN	NaN	NaN
0.66904670	0.00000000	NaN	NaN	NaN
0.66910457	0.00000000	NaN	NaN	NaN
0.66916245	0.00000000	NaN	NaN	NaN
0.66922031	0.00000000	NaN	NaN	NaN
0.66927818	0.00000000	NaN	NaN	NaN
0.66933606	0.00000000	NaN	NaN	NaN
0.66939393	0.00000000	NaN	NaN	NaN
0.66945180	0.00000000	NaN	NaN	NaN
0.66950967	0.00000000	NaN	NaN	NaN
0.66956754	0.00000000	NaN	NaN	NaN
0.66962542	0.00000000	NaN	NaN	NaN
0.66968327	0.00000000	NaN	NaN	NaN
0.66974114	0.00000000	NaN	NaN	NaN
0.66979902	0.00000000	NaN	NaN	NaN
0.66985689	0.00000000	NaN	NaN	NaN
0.66991476	0.00000000	NaN	NaN	NaN
0.66997263	0.00000000	NaN	NaN	NaN
0.67003051	0.00000000	NaN	NaN	NaN
0.67008838	0.00000000	NaN	NaN	NaN
0.67014626	0.00000000	NaN	NaN	NaN
0.67020414	0.00000000	NaN	NaN	NaN
0.67026200	0.00000000	NaN	NaN	NaN
0.67031988	0.00000000	NaN	NaN	NaN
0.67037775	0.00000000	NaN	NaN	NaN
0.67043564	0.00000000	NaN	NaN	NaN
0.67049350	0.00000000	NaN	NaN	NaN
0.67055138	0.00000000	NaN	NaN	NaN
0.67060925	0.00000000	NaN	NaN	NaN
0.67066712	0.00000000	NaN	NaN	NaN
0.67072500	0.00000000	NaN	NaN	NaN
0.67078288	0.00000000	NaN	NaN	NaN
0.67084074	0.00000000	NaN	NaN	NaN
0.67089862	0.00000000	NaN	NaN	NaN
0.67095649	0.00000000	NaN	NaN	NaN
0.67101438	0.00000000	NaN	NaN	NaN
0.67107225	0.00000000	NaN	NaN	NaN
0.67113012	0.00000000	NaN	NaN	NaN
0.67118800	0.00000000	NaN	NaN	NaN
0.67124587	0.00000000	NaN	NaN	NaN
0.67130374	0.00000000	NaN	NaN	NaN
0.67136162	0.00000000	NaN	NaN	NaN
0.67141949	0.00000000	NaN	NaN	NaN
0.67147736	0.00000000	NaN	NaN	NaN
0.67153524	0.00000000	NaN	NaN	NaN
0.67159312	0.00000000	NaN	NaN	NaN
0.67165099	0.00000000	NaN	NaN	NaN
0.67170888	0.00000000	NaN	NaN	NaN
0.67176674	0.00000000	NaN	NaN	NaN
0.67182463	0.00000000	NaN	NaN	NaN
0.67188250	0.00000000	NaN	NaN	NaN
0.67194036	0.00000000	NaN	NaN	NaN
0.67199823	0.00000000	NaN	NaN	NaN
0.67205611	0.00000000	NaN	NaN	NaN
0.67211398	0.00000000	NaN	NaN	NaN
0.67217187	0.00000000	NaN	NaN	NaN
0.67222974	0.00000000	NaN	NaN	NaN
0.67228761	0.00000000	NaN	NaN	NaN
0.67234550	0.00000000	NaN	NaN	NaN
0.67240336	0.00000000	NaN	NaN	NaN
0.67246124	0.00000000	NaN	NaN	NaN
0.67251912	0.00000000	NaN	NaN	NaN
0.67257699	0.00000000	NaN	NaN	NaN
0.67263485	0.00000000	NaN	NaN	NaN
0.67269272	0.00000000	NaN	NaN	NaN
0.67275062	0.00000000	NaN	NaN	NaN
0.67280849	0.00000000	NaN	NaN	NaN
0.67286636	0.00000000	NaN	NaN	NaN
0.67292423	0.00000000	NaN	NaN	NaN
0.67298210	0.00000000	NaN	NaN	NaN
0.67303998	0.00000000	NaN	NaN	NaN
0.67309785	0.00000000	NaN	NaN	NaN
0.67315572	0.00000000	NaN	NaN	NaN
0.67321361	0.00000000	NaN	NaN	NaN
0.67327148	0.00000000	NaN	NaN	NaN
0.67332935	0.00000000	NaN	NaN	NaN
0.67338723	0.00000000	NaN	NaN	NaN
0.67344510	0.00000000	NaN	NaN	NaN
0.67350297	0.00000000	NaN	NaN	NaN
0.67356084	0.00000000	NaN	NaN	NaN
0.67361872	0.00000000	NaN	NaN	NaN
0.67367659	0.00000000	NaN	NaN	NaN
0.67373445	0.00000000	NaN	NaN	NaN
0.67379231	0.00000000	NaN	NaN	NaN
0.67385018	0.00000000	NaN	NaN	NaN
0.67390806	0.00000000	NaN	NaN	NaN
0.67396593	0.00000000	NaN	NaN	NaN
0.67402380	0.00000000	NaN	NaN	NaN
0.67408167	0.00000000	NaN	NaN	NaN
0.67413954	0.00000000	NaN	NaN	NaN
0.67419741	0.00000000	NaN	NaN	NaN
0.67425528	0.00000000	NaN	NaN	NaN
0.67431315	0.00000000	NaN	NaN	NaN
0.67437101	0.00000000	NaN	NaN	NaN
0.67442888	0.00000000	NaN	NaN	NaN
0.67448676	0.00000000	NaN	NaN	NaN
0.67454463	0.00000000	NaN	NaN	NaN
0.67460251	0.00000000	NaN	NaN	NaN
0.67466037	0.00000000	NaN	NaN	NaN
0.67471825	0.00000000	NaN	NaN	NaN
0.67477611	0.00000000	NaN	NaN	NaN
0.67483399	0.00000000	NaN	NaN	NaN
0.67489186	0.00000000	NaN	NaN	NaN
0.67494972	0.00000000	NaN	NaN	NaN
0.67500759	0.00000000	NaN	NaN	NaN
0.67506547	0.00000000	NaN	NaN	NaN
0.67512334	0.00000000	NaN	NaN	NaN
0.67518121	0.00000000	NaN	NaN	NaN
0.67523907	0.00000000	NaN	NaN	NaN
0.67529694	0.00000000	NaN	NaN	NaN
0.67535481	0.00000000	NaN	NaN	NaN
0.67541268	0.00000000	NaN	NaN	NaN
0.67547055	0.00000000	NaN	NaN	NaN
0.67552842	0.00000000	NaN	NaN	NaN
0.67558629	0.00000000	NaN	NaN	NaN
0.67564417	0.00000000	NaN	NaN	NaN
0.67570204	0.00000000	NaN	NaN	NaN
0.67575991	0.00000000	NaN	NaN	NaN
0.67581778	0.00000000	NaN	NaN	NaN
0.67587565	0.00000000	NaN	NaN	NaN
0.67593352	0.00000000	NaN	NaN	NaN
0.67599139	0.00000000	NaN	NaN	NaN
0.67604926	0.00000000	NaN	NaN	NaN
