Day fraction since midnight on 10/23/2019	water pump control ()	coag pump control ()	clay pump control ()	waste pump control ()
0.60226949	NaN	NaN	NaN	NaN
0.60232736	NaN	NaN	NaN	NaN
0.60238523	NaN	NaN	NaN	NaN
0.60244310	NaN	NaN	NaN	NaN
0.60250097	NaN	NaN	NaN	NaN
0.60255884	NaN	NaN	NaN	NaN
0.60261671	NaN	NaN	NaN	NaN
0.60267458	NaN	NaN	NaN	NaN
0.60273245	NaN	NaN	NaN	NaN
0.60279032	NaN	NaN	NaN	NaN
0.60284820	NaN	NaN	NaN	NaN
0.60290607	NaN	NaN	NaN	NaN
0.60296394	NaN	NaN	NaN	NaN
0.60302181	NaN	NaN	NaN	NaN
0.60307968	NaN	NaN	NaN	NaN
0.60313754	NaN	NaN	NaN	NaN
0.60319543	NaN	NaN	NaN	NaN
0.60325328	NaN	NaN	NaN	NaN
0.60331116	NaN	NaN	NaN	NaN
0.60336902	NaN	NaN	NaN	NaN
0.60342690	NaN	NaN	NaN	NaN
0.60348477	NaN	NaN	NaN	NaN
0.60354264	NaN	NaN	NaN	NaN
0.60360051	NaN	NaN	NaN	NaN
0.60365838	NaN	NaN	NaN	NaN
0.60371625	NaN	NaN	NaN	NaN
0.60377412	NaN	NaN	NaN	NaN
0.60383199	NaN	NaN	NaN	NaN
0.60388986	NaN	NaN	NaN	NaN
0.60394773	NaN	NaN	NaN	NaN
0.60400559	NaN	NaN	NaN	NaN
0.60406348	NaN	NaN	NaN	NaN
0.60412134	NaN	NaN	NaN	NaN
0.60417921	NaN	NaN	NaN	NaN
0.60423708	NaN	NaN	NaN	NaN
0.60429495	NaN	NaN	NaN	NaN
0.60435282	NaN	NaN	NaN	NaN
0.60441069	NaN	NaN	NaN	NaN
0.60446856	NaN	NaN	NaN	NaN
0.60452643	NaN	NaN	NaN	NaN
0.60458430	NaN	NaN	NaN	NaN
0.60464218	NaN	NaN	NaN	NaN
0.60470006	NaN	NaN	NaN	NaN
0.60475792	NaN	NaN	NaN	NaN
0.60481579	NaN	NaN	NaN	NaN
0.60487366	0.00000000	NaN	NaN	NaN
0.60493154	0.00000000	NaN	NaN	NaN
0.60498940	0.00000000	NaN	NaN	NaN
0.60504726	0.00000000	NaN	NaN	NaN
0.60510513	0.00000000	NaN	NaN	NaN
0.60516300	0.00000000	NaN	NaN	NaN
0.60522088	0.00000000	NaN	NaN	NaN
0.60527875	0.00000000	NaN	NaN	NaN
0.60533662	0.00000000	NaN	NaN	NaN
0.60539449	0.00000000	NaN	NaN	NaN
0.60545236	0.00000000	NaN	NaN	NaN
0.60551023	0.00000000	NaN	NaN	NaN
0.60556810	0.00000000	NaN	NaN	NaN
0.60562597	0.00000000	NaN	NaN	NaN
0.60568384	0.00000000	NaN	NaN	NaN
0.60574171	0.00000000	NaN	NaN	NaN
0.60579958	0.00000000	NaN	NaN	NaN
0.60585747	0.00000000	NaN	NaN	NaN
0.60591533	0.00000000	NaN	NaN	NaN
0.60597320	0.00000000	NaN	NaN	NaN
0.60603106	0.00000000	NaN	NaN	NaN
0.60608893	0.00000000	NaN	NaN	NaN
0.60614680	0.00000000	NaN	NaN	NaN
0.60620467	0.00000000	NaN	NaN	NaN
0.60626255	0.00000000	NaN	NaN	NaN
0.60632041	0.00000000	NaN	NaN	NaN
0.60637828	0.00000000	NaN	NaN	NaN
0.60643616	0.00000000	NaN	NaN	NaN
0.60649403	0.00000000	NaN	NaN	NaN
0.60655190	0.00000000	NaN	NaN	NaN
0.60660977	0.00000000	NaN	NaN	NaN
0.60666764	0.00000000	NaN	NaN	NaN
0.60672551	0.00000000	NaN	NaN	NaN
0.60678338	0.00000000	NaN	NaN	NaN
0.60684125	0.00000000	NaN	NaN	NaN
0.60689912	0.00000000	NaN	NaN	NaN
0.60695699	0.00000000	NaN	NaN	NaN
0.60701485	0.00000000	NaN	NaN	NaN
0.60707275	0.00000000	NaN	NaN	NaN
0.60713062	0.00000000	NaN	NaN	NaN
0.60718847	0.00000000	NaN	NaN	NaN
0.60724634	0.00000000	NaN	NaN	NaN
0.60730421	0.00000000	NaN	NaN	NaN
0.60736208	0.00000000	NaN	NaN	NaN
0.60741995	0.00000000	NaN	NaN	NaN
0.60747782	0.00000000	NaN	NaN	NaN
0.60753569	0.00000000	NaN	NaN	NaN
0.60759356	0.00000000	NaN	NaN	NaN
0.60765143	0.00000000	NaN	NaN	NaN
0.60770931	0.00000000	NaN	NaN	NaN
0.60776718	NaN	0.00000000	NaN	NaN
0.60782505	NaN	0.00000000	NaN	NaN
0.60788293	0.00000000	NaN	NaN	NaN
0.60794079	0.00000000	NaN	NaN	NaN
0.60799866	NaN	0.00000000	NaN	NaN
0.60805652	NaN	0.00000000	NaN	NaN
0.60811439	NaN	0.00000000	NaN	NaN
0.60817226	NaN	0.00000000	NaN	NaN
0.60823013	NaN	0.00000000	NaN	NaN
0.60828801	NaN	0.00000000	NaN	NaN
0.60834588	NaN	0.00000000	NaN	NaN
0.60840375	NaN	0.00000000	NaN	NaN
0.60846162	0.00000000	NaN	NaN	NaN
0.60851949	0.00000000	NaN	NaN	NaN
0.60857736	NaN	0.00000000	NaN	NaN
0.60863523	NaN	0.00000000	NaN	NaN
0.60869310	NaN	0.00000000	NaN	NaN
0.60875097	NaN	0.00000000	NaN	NaN
0.60880884	NaN	0.00000000	NaN	NaN
0.60886673	NaN	0.00000000	NaN	NaN
0.60892459	NaN	0.00000000	NaN	NaN
0.60898246	NaN	0.00000000	NaN	NaN
0.60904032	NaN	0.00000000	NaN	NaN
0.60909819	NaN	0.00000000	NaN	NaN
Day fraction since midnight on 10/23/2019	water pump control ()	coag pump control ()	clay pump control ()	waste pump control ()
0.60921402	0.00000000	NaN	NaN	NaN
0.60927189	NaN	NaN	NaN	NaN
0.60932977	NaN	NaN	NaN	NaN
0.60938762	NaN	NaN	NaN	NaN
0.60944549	NaN	NaN	NaN	NaN
0.60950336	NaN	NaN	NaN	NaN
0.60956123	NaN	NaN	NaN	NaN
0.60961910	NaN	NaN	NaN	NaN
0.60967697	NaN	NaN	NaN	NaN
0.60973485	NaN	NaN	NaN	NaN
0.60979272	NaN	NaN	NaN	NaN
0.60985059	NaN	NaN	NaN	NaN
0.60990846	NaN	NaN	NaN	NaN
0.60996633	NaN	NaN	NaN	NaN
0.61002420	NaN	NaN	NaN	NaN
0.61008207	NaN	NaN	NaN	NaN
0.61013994	NaN	NaN	NaN	NaN
0.61019781	NaN	NaN	NaN	NaN
0.61025567	NaN	NaN	NaN	NaN
0.61031354	NaN	NaN	NaN	NaN
0.61037142	NaN	NaN	NaN	NaN
0.61042929	0.00000000	NaN	NaN	NaN
0.61048716	0.00000000	NaN	NaN	NaN
0.61054503	0.00000000	NaN	NaN	NaN
0.61060290	0.00000000	NaN	NaN	NaN
0.61066077	0.00000000	NaN	NaN	NaN
0.61071864	0.00000000	NaN	NaN	NaN
0.61077651	0.00000000	NaN	NaN	NaN
0.61083438	0.00000000	NaN	NaN	NaN
0.61089225	0.00000000	NaN	NaN	NaN
0.61095012	0.00000000	NaN	NaN	NaN
0.61100799	0.00000000	NaN	NaN	NaN
0.61106587	0.00000000	NaN	NaN	NaN
0.61112374	0.00000000	NaN	NaN	NaN
0.61118161	0.00000000	NaN	NaN	NaN
0.61123948	0.00000000	NaN	NaN	NaN
0.61129735	0.00000000	NaN	NaN	NaN
0.61135521	0.00000000	NaN	NaN	NaN
0.61141308	0.00000000	NaN	NaN	NaN
0.61147095	0.00000000	NaN	NaN	NaN
0.61152882	0.00000000	NaN	NaN	NaN
0.61158669	0.00000000	NaN	NaN	NaN
0.61164457	0.00000000	NaN	NaN	NaN
0.61170244	0.00000000	NaN	NaN	NaN
0.61176031	0.00000000	NaN	NaN	NaN
0.61181818	0.00000000	NaN	NaN	NaN
0.61187605	0.00000000	NaN	NaN	NaN
0.61193392	0.00000000	NaN	NaN	NaN
0.61199179	0.00000000	NaN	NaN	NaN
0.61204966	0.00000000	NaN	NaN	NaN
0.61210753	0.00000000	NaN	NaN	NaN
0.61216540	0.00000000	NaN	NaN	NaN
0.61222328	0.00000000	NaN	NaN	NaN
0.61228115	0.00000000	NaN	NaN	NaN
0.61233902	0.00000000	NaN	NaN	NaN
0.61239688	0.00000000	NaN	NaN	NaN
0.61245475	0.00000000	NaN	NaN	NaN
0.61251262	0.00000000	NaN	NaN	NaN
0.61257050	0.00000000	NaN	NaN	NaN
0.61262836	0.00000000	NaN	NaN	NaN
0.61268623	0.00000000	NaN	NaN	NaN
0.61274410	0.00000000	NaN	NaN	NaN
0.61280199	0.00000000	NaN	NaN	NaN
0.61285985	0.00000000	NaN	NaN	NaN
0.61291772	0.00000000	NaN	NaN	NaN
0.61297559	0.00000000	NaN	NaN	NaN
0.61303346	0.00000000	NaN	NaN	NaN
0.61309133	0.00000000	NaN	NaN	NaN
0.61314920	0.00000000	NaN	NaN	NaN
0.61320707	0.00000000	NaN	NaN	NaN
0.61326493	0.00000000	NaN	NaN	NaN
0.61332280	0.00000000	NaN	NaN	NaN
0.61338067	0.00000000	NaN	NaN	NaN
0.61343855	0.00000000	NaN	NaN	NaN
0.61349642	0.00000000	NaN	NaN	NaN
0.61355429	0.00000000	NaN	NaN	NaN
0.61361216	0.00000000	NaN	NaN	NaN
0.61367003	0.00000000	NaN	NaN	NaN
0.61372790	0.00000000	NaN	NaN	NaN
0.61378577	0.00000000	NaN	NaN	NaN
0.61384364	0.00000000	NaN	NaN	NaN
0.61390151	0.00000000	NaN	NaN	NaN
0.61395938	0.00000000	NaN	NaN	NaN
0.61401726	0.00000000	NaN	NaN	NaN
0.61407513	0.00000000	NaN	NaN	NaN
0.61413300	0.00000000	NaN	NaN	NaN
0.61419087	0.00000000	NaN	NaN	NaN
0.61424874	0.00000000	NaN	NaN	NaN
0.61430660	0.00000000	NaN	NaN	NaN
0.61436447	0.00000000	NaN	NaN	NaN
0.61442234	0.00000000	NaN	NaN	NaN
0.61448021	0.00000000	NaN	NaN	NaN
0.61453809	0.00000000	NaN	NaN	NaN
0.61459596	0.00000000	NaN	NaN	NaN
0.61465383	0.00000000	NaN	NaN	NaN
0.61471170	0.00000000	NaN	NaN	NaN
0.61476957	0.00000000	NaN	NaN	NaN
0.61482744	0.00000000	NaN	NaN	NaN
0.61488531	0.00000000	NaN	NaN	NaN
0.61494318	0.00000000	NaN	NaN	NaN
0.61500105	0.00000000	NaN	NaN	NaN
0.61505892	0.00000000	NaN	NaN	NaN
0.61511680	0.00000000	NaN	NaN	NaN
0.61517467	0.00000000	NaN	NaN	NaN
0.61523254	0.00000000	NaN	NaN	NaN
0.61529040	0.00000000	NaN	NaN	NaN
0.61534827	0.00000000	NaN	NaN	NaN
0.61540614	0.00000000	NaN	NaN	NaN
0.61546401	0.00000000	NaN	NaN	NaN
0.61552188	0.00000000	NaN	NaN	NaN
0.61557975	0.00000000	NaN	NaN	NaN
0.61563762	0.00000000	NaN	NaN	NaN
0.61569549	0.00000000	NaN	NaN	NaN
0.61575336	0.00000000	NaN	NaN	NaN
0.61581124	0.00000000	NaN	NaN	NaN
0.61586911	0.00000000	NaN	NaN	NaN
0.61592698	0.00000000	NaN	NaN	NaN
0.61598485	0.00000000	NaN	NaN	NaN
0.61604272	0.00000000	NaN	NaN	NaN
0.61610059	0.00000000	NaN	NaN	NaN
0.61615846	0.00000000	NaN	NaN	NaN
0.61621632	0.00000000	NaN	NaN	NaN
0.61627419	0.00000000	NaN	NaN	NaN
0.61633206	0.00000000	NaN	NaN	NaN
0.61638996	0.00000000	NaN	NaN	NaN
0.61644781	0.00000000	NaN	NaN	NaN
0.61650568	0.00000000	NaN	NaN	NaN
0.61656356	0.00000000	NaN	NaN	NaN
0.61662142	0.00000000	NaN	NaN	NaN
0.61667929	0.00000000	NaN	NaN	NaN
0.61673716	0.00000000	NaN	NaN	NaN
0.61679503	0.00000000	NaN	NaN	NaN
0.61685290	0.00000000	NaN	NaN	NaN
0.61691077	0.00000000	NaN	NaN	NaN
0.61696864	0.00000000	NaN	NaN	NaN
0.61702652	0.00000000	NaN	NaN	NaN
0.61708439	0.00000000	NaN	NaN	NaN
0.61714226	0.00000000	NaN	NaN	NaN
0.61720013	0.00000000	NaN	NaN	NaN
0.61725799	0.00000000	NaN	NaN	NaN
0.61731586	0.00000000	NaN	NaN	NaN
0.61737373	0.00000000	NaN	NaN	NaN
0.61743160	0.00000000	NaN	NaN	NaN
0.61748947	0.00000000	NaN	NaN	NaN
0.61754734	0.00000000	NaN	NaN	NaN
0.61760522	0.00000000	NaN	NaN	NaN
0.61766309	0.00000000	NaN	NaN	NaN
0.61772096	0.00000000	NaN	NaN	NaN
0.61777883	0.00000000	NaN	NaN	NaN
0.61783670	0.00000000	NaN	NaN	NaN
0.61789457	0.00000000	NaN	NaN	NaN
0.61795244	0.00000000	NaN	NaN	NaN
0.61801031	0.00000000	NaN	NaN	NaN
0.61806818	0.00000000	NaN	NaN	NaN
0.61812604	0.00000000	NaN	NaN	NaN
0.61818391	0.00000000	NaN	NaN	NaN
0.61824179	0.00000000	NaN	NaN	NaN
0.61829966	0.00000000	NaN	NaN	NaN
0.61835753	0.00000000	NaN	NaN	NaN
0.61841540	0.00000000	NaN	NaN	NaN
0.61847327	0.00000000	NaN	NaN	NaN
0.61853114	0.00000000	NaN	NaN	NaN
0.61858901	0.00000000	NaN	NaN	NaN
0.61864688	0.00000000	NaN	NaN	NaN
0.61870475	0.00000000	NaN	NaN	NaN
0.61876262	0.00000000	NaN	NaN	NaN
0.61882050	0.00000000	NaN	NaN	NaN
0.61887837	0.00000000	NaN	NaN	NaN
0.61893624	0.00000000	NaN	NaN	NaN
0.61899411	0.00000000	NaN	NaN	NaN
0.61905198	0.00000000	NaN	NaN	NaN
0.61910985	0.00000000	NaN	NaN	NaN
0.61916771	0.00000000	NaN	NaN	NaN
0.61922558	0.00000000	NaN	NaN	NaN
0.61928345	0.00000000	NaN	NaN	NaN
0.61934132	0.00000000	NaN	NaN	NaN
0.61939920	0.00000000	NaN	NaN	NaN
0.61945707	0.00000000	NaN	NaN	NaN
0.61951494	0.00000000	NaN	NaN	NaN
0.61957281	0.00000000	NaN	NaN	NaN
0.61963068	0.00000000	NaN	NaN	NaN
0.61968855	0.00000000	NaN	NaN	NaN
0.61974642	0.00000000	NaN	NaN	NaN
0.61980429	0.00000000	NaN	NaN	NaN
0.61986216	0.00000000	NaN	NaN	NaN
0.61992003	0.00000000	NaN	NaN	NaN
0.61997790	0.00000000	NaN	NaN	NaN
0.62003578	0.00000000	NaN	NaN	NaN
0.62009365	0.00000000	NaN	NaN	NaN
0.62015151	0.00000000	NaN	NaN	NaN
0.62020938	0.00000000	NaN	NaN	NaN
0.62026725	0.00000000	NaN	NaN	NaN
0.62032512	0.00000000	NaN	NaN	NaN
0.62038299	0.00000000	NaN	NaN	NaN
0.62044086	0.00000000	NaN	NaN	NaN
0.62049873	0.00000000	NaN	NaN	NaN
0.62055660	0.00000000	NaN	NaN	NaN
0.62061448	0.00000000	NaN	NaN	NaN
0.62067235	0.00000000	NaN	NaN	NaN
0.62073022	0.00000000	NaN	NaN	NaN
0.62078809	0.00000000	NaN	NaN	NaN
0.62084596	0.00000000	NaN	NaN	NaN
0.62090383	0.00000000	NaN	NaN	NaN
0.62096170	0.00000000	NaN	NaN	NaN
0.62101957	0.00000000	NaN	NaN	NaN
0.62107744	0.00000000	NaN	NaN	NaN
0.62113530	0.00000000	NaN	NaN	NaN
0.62119317	0.00000000	NaN	NaN	NaN
0.62125105	0.00000000	NaN	NaN	NaN
0.62130892	0.00000000	NaN	NaN	NaN
0.62136679	0.00000000	NaN	NaN	NaN
0.62142466	0.00000000	NaN	NaN	NaN
0.62148253	0.00000000	NaN	NaN	NaN
0.62154040	0.00000000	NaN	NaN	NaN
0.62159827	0.00000000	NaN	NaN	NaN
0.62165614	0.00000000	NaN	NaN	NaN
0.62171401	0.00000000	NaN	NaN	NaN
0.62177188	0.00000000	NaN	NaN	NaN
0.62182976	0.00000000	NaN	NaN	NaN
0.62188763	0.00000000	NaN	NaN	NaN
0.62194550	0.00000000	NaN	NaN	NaN
0.62200337	0.00000000	NaN	NaN	NaN
0.62206124	0.00000000	NaN	NaN	NaN
0.62211910	0.00000000	NaN	NaN	NaN
0.62217697	0.00000000	NaN	NaN	NaN
0.62223484	0.00000000	NaN	NaN	NaN
0.62229271	0.00000000	NaN	NaN	NaN
0.62235058	0.00000000	NaN	NaN	NaN
0.62240845	0.00000000	NaN	NaN	NaN
0.62246633	0.00000000	NaN	NaN	NaN
0.62252420	0.00000000	NaN	NaN	NaN
0.62258207	0.00000000	NaN	NaN	NaN
0.62263994	0.00000000	NaN	NaN	NaN
0.62269781	0.00000000	NaN	NaN	NaN
0.62275568	0.00000000	NaN	NaN	NaN
0.62281355	0.00000000	NaN	NaN	NaN
0.62287142	0.00000000	NaN	NaN	NaN
0.62292929	0.00000000	NaN	NaN	NaN
0.62298716	0.00000000	NaN	NaN	NaN
0.62304504	0.00000000	NaN	NaN	NaN
0.62310291	0.00000000	NaN	NaN	NaN
0.62316077	0.00000000	NaN	NaN	NaN
0.62321864	0.00000000	NaN	NaN	NaN
0.62327651	0.00000000	NaN	NaN	NaN
0.62333438	0.00000000	NaN	NaN	NaN
0.62339225	0.00000000	NaN	NaN	NaN
0.62345012	0.00000000	NaN	NaN	NaN
0.62350799	0.00000000	NaN	NaN	NaN
0.62356586	0.00000000	NaN	NaN	NaN
0.62362374	0.00000000	NaN	NaN	NaN
0.62368161	0.00000000	NaN	NaN	NaN
0.62373948	0.00000000	NaN	NaN	NaN
0.62379735	0.00000000	NaN	NaN	NaN
0.62385522	0.00000000	NaN	NaN	NaN
0.62391309	0.00000000	NaN	NaN	NaN
0.62397096	0.00000000	NaN	NaN	NaN
0.62402882	0.00000000	NaN	NaN	NaN
0.62408669	0.00000000	NaN	NaN	NaN
0.62414456	0.00000000	NaN	NaN	NaN
0.62420244	0.00000000	NaN	NaN	NaN
0.62426031	0.00000000	NaN	NaN	NaN
0.62431818	0.00000000	NaN	NaN	NaN
0.62437605	0.00000000	NaN	NaN	NaN
0.62443392	0.00000000	NaN	NaN	NaN
0.62449179	0.00000000	NaN	NaN	NaN
0.62454966	0.00000000	NaN	NaN	NaN
0.62460753	0.00000000	NaN	NaN	NaN
0.62466540	0.00000000	NaN	NaN	NaN
0.62472327	0.00000000	NaN	NaN	NaN
0.62478114	0.00000000	NaN	NaN	NaN
0.62483902	0.00000000	NaN	NaN	NaN
0.62489689	0.00000000	NaN	NaN	NaN
0.62495476	0.00000000	NaN	NaN	NaN
0.62501263	0.00000000	NaN	NaN	NaN
0.62507049	0.00000000	NaN	NaN	NaN
0.62512836	0.00000000	NaN	NaN	NaN
0.62518623	0.00000000	NaN	NaN	NaN
0.62524410	0.00000000	NaN	NaN	NaN
0.62530197	0.00000000	NaN	NaN	NaN
0.62535984	0.00000000	NaN	NaN	NaN
0.62541772	0.00000000	NaN	NaN	NaN
0.62547559	0.00000000	NaN	NaN	NaN
0.62553346	0.00000000	NaN	NaN	NaN
0.62559133	0.00000000	NaN	NaN	NaN
0.62564920	0.00000000	NaN	NaN	NaN
0.62570707	0.00000000	NaN	NaN	NaN
0.62576494	0.00000000	NaN	NaN	NaN
0.62582281	0.00000000	NaN	NaN	NaN
0.62588069	0.00000000	NaN	NaN	NaN
0.62593854	0.00000000	NaN	NaN	NaN
0.62599641	0.00000000	NaN	NaN	NaN
0.62605429	0.00000000	NaN	NaN	NaN
0.62611216	0.00000000	NaN	NaN	NaN
0.62617003	0.00000000	NaN	NaN	NaN
0.62622790	0.00000000	NaN	NaN	NaN
0.62628577	0.00000000	NaN	NaN	NaN
0.62634364	0.00000000	NaN	NaN	NaN
0.62640151	0.00000000	NaN	NaN	NaN
0.62645938	0.00000000	NaN	NaN	NaN
0.62651725	0.00000000	NaN	NaN	NaN
0.62657512	0.00000000	NaN	NaN	NaN
0.62663300	0.00000000	NaN	NaN	NaN
0.62669088	0.00000000	NaN	NaN	NaN
0.62674874	0.00000000	NaN	NaN	NaN
0.62680661	0.00000000	NaN	NaN	NaN
0.62686448	0.00000000	NaN	NaN	NaN
0.62692235	0.00000000	NaN	NaN	NaN
0.62698021	0.00000000	NaN	NaN	NaN
0.62703808	0.00000000	NaN	NaN	NaN
0.62709596	0.00000000	NaN	NaN	NaN
0.62715382	0.00000000	NaN	NaN	NaN
0.62721170	0.00000000	NaN	NaN	NaN
0.62726957	0.00000000	NaN	NaN	NaN
0.62732744	0.00000000	NaN	NaN	NaN
0.62738531	0.00000000	NaN	NaN	NaN
0.62744318	0.00000000	NaN	NaN	NaN
0.62750105	0.00000000	NaN	NaN	NaN
0.62755892	0.00000000	NaN	NaN	NaN
0.62761679	0.00000000	NaN	NaN	NaN
0.62767466	0.00000000	NaN	NaN	NaN
0.62773253	0.00000000	NaN	NaN	NaN
0.62779040	0.00000000	NaN	NaN	NaN
0.62784828	0.00000000	NaN	NaN	NaN
0.62790615	0.00000000	NaN	NaN	NaN
0.62796401	0.00000000	NaN	NaN	NaN
0.62802188	0.00000000	NaN	NaN	NaN
0.62807975	0.00000000	NaN	NaN	NaN
0.62813762	0.00000000	NaN	NaN	NaN
0.62819549	0.00000000	NaN	NaN	NaN
0.62825336	0.00000000	NaN	NaN	NaN
0.62831123	0.00000000	NaN	NaN	NaN
0.62836910	0.00000000	NaN	NaN	NaN
0.62842698	0.00000000	NaN	NaN	NaN
0.62848485	0.00000000	NaN	NaN	NaN
0.62854272	0.00000000	NaN	NaN	NaN
0.62860059	0.00000000	NaN	NaN	NaN
0.62865846	0.00000000	NaN	NaN	NaN
0.62871633	0.00000000	NaN	NaN	NaN
0.62877420	0.00000000	NaN	NaN	NaN
0.62883206	0.00000000	NaN	NaN	NaN
0.62888993	0.00000000	NaN	NaN	NaN
0.62894780	0.00000000	NaN	NaN	NaN
0.62900568	0.00000000	NaN	NaN	NaN
0.62906355	0.00000000	NaN	NaN	NaN
0.62912142	0.00000000	NaN	NaN	NaN
0.62917929	0.00000000	NaN	NaN	NaN
0.62923716	0.00000000	NaN	NaN	NaN
0.62929504	0.00000000	NaN	NaN	NaN
0.62935290	0.00000000	NaN	NaN	NaN
0.62941077	0.00000000	NaN	NaN	NaN
0.62946864	0.00000000	NaN	NaN	NaN
0.62952651	0.00000000	NaN	NaN	NaN
0.62958438	0.00000000	NaN	NaN	NaN
0.62964226	0.00000000	NaN	NaN	NaN
0.62970013	0.00000000	NaN	NaN	NaN
0.62975800	0.00000000	NaN	NaN	NaN
0.62981587	0.00000000	NaN	NaN	NaN
0.62987373	0.00000000	NaN	NaN	NaN
0.62993160	0.00000000	NaN	NaN	NaN
0.62998947	0.00000000	NaN	NaN	NaN
0.63004734	0.00000000	NaN	NaN	NaN
0.63010521	0.00000000	NaN	NaN	NaN
0.63016308	0.00000000	NaN	NaN	NaN
0.63022096	0.00000000	NaN	NaN	NaN
0.63027883	0.00000000	NaN	NaN	NaN
0.63033670	0.00000000	NaN	NaN	NaN
0.63039457	0.00000000	NaN	NaN	NaN
0.63045244	0.00000000	NaN	NaN	NaN
0.63051031	0.00000000	NaN	NaN	NaN
0.63056818	0.00000000	NaN	NaN	NaN
0.63062605	0.00000000	NaN	NaN	NaN
0.63068392	0.00000000	NaN	NaN	NaN
0.63074178	0.00000000	NaN	NaN	NaN
0.63079967	0.00000000	NaN	NaN	NaN
0.63085753	0.00000000	NaN	NaN	NaN
0.63091540	0.00000000	NaN	NaN	NaN
0.63097327	0.00000000	NaN	NaN	NaN
0.63103114	0.00000000	NaN	NaN	NaN
0.63108901	0.00000000	NaN	NaN	NaN
0.63114688	0.00000000	NaN	NaN	NaN
0.63120475	0.00000000	NaN	NaN	NaN
0.63126262	0.00000000	NaN	NaN	NaN
0.63132049	0.00000000	NaN	NaN	NaN
0.63137836	0.00000000	NaN	NaN	NaN
0.63143624	0.00000000	NaN	NaN	NaN
0.63149411	0.00000000	NaN	NaN	NaN
0.63155198	0.00000000	NaN	NaN	NaN
0.63160985	0.00000000	NaN	NaN	NaN
0.63166772	0.00000000	NaN	NaN	NaN
0.63172559	0.00000000	NaN	NaN	NaN
0.63178345	0.00000000	NaN	NaN	NaN
0.63184132	0.00000000	NaN	NaN	NaN
